time	incid	trans	refl	U_in	U_out	eng_strain	eng_stress	true_strain	true_stress	F_in	F_out
5e-07	-0.0008312785118740118	-0.00017511666018783805	0.00033212365168253745	4.6276037555600786e-07	6.879932907003568e-08	3.149062488869653e-05	44.53749570415195	3.149112072885674e-05	44.53609319058125	4983.819910190666	1748.4551734414763
1e-06	-0.0007354080978435273	-0.00013421658986588743	0.0001818375138289942	8.052864377240502e-07	1.1975222303907444e-07	4.5932262449022516e-05	34.135363181127175	4.593331736764791e-05	34.13379526666675	5527.13459956936	1340.087748709713
1.5e-06	-0.0005689429711797459	-9.48761135679056e-05	5.3865680332278794e-05	1.0629379636672248e-06	1.5873204814435984e-07	5.647033934004592e-05	24.129882878789022	5.647193384972792e-05	24.12852025611462	5142.797680920027	947.2921161578122
2e-06	-0.00041750838270682925	-8.038367674297513e-05	0.00011812716834264994	1.2954911513283594e-06	1.9369584018890666e-07	7.484851951583939e-05	20.444015171280846	7.485132080611035e-05	20.442484967012316	2989.176658147545	802.5921423509608
2.4999999999999998e-06	-0.00032813766708780296	-7.681935958798145e-05	0.00018182467245179027	1.5302358684477938e-06	2.228130311376231e-07	0.00010022564869922596	19.537500852149314	0.00010023067162521904	19.535542693452445	1460.86450106258	767.0041591016793
3e-06	-0.00031313142274266094	-5.4096383782605784e-05	0.00023235761000624247	1.7759419983530144e-06	2.4036706654943096e-07	0.00012997024069636746	13.75835661634717	0.00012997868756002172	13.756568439426156	806.4874615932881	540.1262334932405
3.5e-06	-0.0003061402740571965	-2.4829485101450934e-05	0.0002531064042694239	2.033961770348206e-06	2.4717397659069757e-07	0.00016377385447548175	6.314893653499322	0.00016378726687764946	6.3138594390250855	529.5175450387709	247.91040231667816
4e-06	-0.0003022479703324221	-5.77551692909051e-06	0.00029860524952667153	2.242579430231879e-06	2.45524546967378e-07	0.000201719013855393	1.468889711251414	0.0002017393618720597	1.4685934082673981	36.37080578961286	57.66574375696355
4.5e-06	-1.6425626536473662e-05	1.319162742047255e-05	0.000320700922051407	2.302957188984684e-06	2.2992250134071128e-07	0.0002412614047137542	3.355032290701905	0.00024129051292828845	3.3542228508985903	-3038.0416918804835	-131.71202091621174
4.9999999999999996e-06	0.0003903318825266053	5.6957770057958775e-05	0.00032467380025112956	2.21690046424231e-06	2.085365494659185e-07	0.0002809336247521131	14.486094221722675	0.00028097309399521174	14.482024590764466	-7138.985997973079	-568.6957918150412
5.5e-06	0.000644087170087324	3.919703389642198e-05	0.00032281987513362866	2.0466047383490234e-06	1.8880932695324969e-07	0.0003135767350316284	9.968998534490295	0.0003136259104964618	9.965872488478315	-9654.099293808933	-391.36342953461417
6e-06	0.0006543617736862176	4.9499846390955805e-05	0.00020995110240271437	1.8460805315595106e-06	1.6083737494081575e-07	0.0003329869591936988	12.589317279284694	0.00033304241166150797	12.58512520080554	-8629.746124947678	-494.2320303161875
6.5e-06	0.0005640243991587698	7.626671184894942e-05	0.00010684481601549047	1.6671401932628306e-06	1.254485322500461e-07	0.00034585345840879	19.39694571435348	0.0003459132795093964	19.3902372135956	-6698.30471136134	-761.486238663014
7e-06	0.0004505164125547555	8.28474230291993e-05	0.00010315041132644641	1.5491726728143143e-06	8.969956091489398e-08	0.0003620120702686579	21.070620826740072	0.0003620776124566764	21.062993007672738	-5528.09550810078	-827.1914576621095
7.499999999999999e-06	0.00034361129828209446	7.788591025553405e-05	0.0001605756663204655	1.5246223451063937e-06	5.40237685429106e-08	0.0003891856045548125	19.80875714337502	0.0003892613569273317	19.801047860250694	-5034.063039436179	-777.6531517812995
8e-06	0.00021027262964874507	8.251839821429849e-05	0.0002829258965142783	1.5715319007938319e-06	9.74239230965996e-09	0.0004268211082876387	20.98693980367529	0.00042691222234405343	20.97798213476872	-4924.348795131597	-823.9063039869143
8.5e-06	0.00019306644516252556	0.0001165780495597685	0.0003313263589269949	1.6482770989039185e-06	-3.574790370030007e-08	0.0004678463142754553	29.64934561849985	0.00046795578850839935	29.635474281431556	-5235.808576079059	-1163.9754529572183
9e-06	0.0001314502273378356	8.795390301701337e-05	0.0003382495151426678	1.7420858094616182e-06	-7.158582878692185e-08	0.0005059276423365908	22.369354084196296	0.000506055666908831	22.358036809623886	-4689.724803015638	-878.177191076576
9.499999999999999e-06	6.829876740833234e-05	7.317938115995303e-05	0.00028327907705601245	1.8552918957056597e-06	-1.0284069872970097e-07	0.0005359111609271772	18.61174356881814	0.0005360548126387489	18.601769327715296	-3510.334769756984	-730.6607346275317
9.999999999999999e-06	-8.792864332654278e-05	6.734772324777221e-05	0.0002060844784600279	1.966620210365579e-06	-1.3573894946455657e-07	0.0005543586726083632	17.12857549712672	0.0005545123861882121	17.119080122750464	-1179.7288789646984	-672.4344503016637
1.05e-05	-0.00011153860791643406	8.05682950979276e-05	9.499892772710243e-05	2.0438665076855302e-06	-1.7311217505796347e-07	0.000566213434577198	20.49096923711207	0.0005663737939385444	20.479366975042506	165.14070884566132	-804.4354673520353
1.1e-05	-4.229104146883255e-05	8.746795604096195e-05	9.848365002101764e-05	2.1045666422605376e-06	-2.0131024506826502e-07	0.000582727330315604	22.245762980213843	0.0005828971818743306	22.23279976614155	-561.0560241775516	-873.3252455027858
1.15e-05	3.889781575816601e-05	3.9315266403688794e-05	0.00017104104600664425	2.121429769462029e-06	-2.2648902720546158e-07	0.0006079417432083609	9.999068659050907	0.0006081266147211003	9.992989807819864	-2096.1380177383635	-392.54392394775493
1.2e-05	0.00029680932987051083	7.389273454883647e-05	0.00024048553004113823	2.07246963306804e-06	-2.6077968392323563e-07	0.0006339273179295845	18.793171043844556	0.0006341283348096427	18.78125753932934	-5364.6293646095955	-737.7832232699452
