time	incid	trans	refl	U_in	U_out	eng_strain	eng_stress	true_strain	true_stress	F_in	F_out
5e-07	-0.0009718630242475407	-0.0003133833808168499	0.00039813115169782707	5.467883451963957e-07	1.1036841417888251e-07	4.775392785865913e-05	85.90508915572343	4.7755068113721206e-05	85.90098685029321	5728.43531650155	3128.981519360064
1e-06	-0.0007265164571589227	-0.0001828514040671025	0.0003619408982895709	9.143451990182139e-07	1.7290189672919596e-07	9.182487220859163e-05	50.12348174842677	9.18290883702803e-05	50.11887916612057	3640.110662981376	1825.6828509019672
1.5e-06	-0.00022462831632001257	-9.83095557261985e-05	0.0003395112024900251	1.0561517230959507e-06	2.078072326647655e-07	0.00013351760353143567	26.94875244343066	0.0001335265178001287	26.94515431058625	-1147.050066215213	981.5733758502936
2e-06	0.00025064198925468334	-5.8630652196111495e-05	0.0003240882371188297	1.0193106993743967e-06	2.417062499003547e-07	0.00017199990491452208	16.071916101730817	0.00017201469859457662	16.069151733689523	-5738.4033966732195	585.3987110339979
2.4999999999999998e-06	0.0005275022497708417	-9.378497913130333e-05	0.0002884126190839685	8.98547324625842e-07	2.8182166316821515e-07	0.00019803859101804504	25.70846920070335	0.00019805820324920732	25.703377931685612	-8146.515425812661	936.3976664318353
3e-06	0.0004299129349864802	-8.658060482320863e-05	0.00012603030557472718	8.07770700837383e-07	3.128870379592124e-07	0.00020964830788774988	23.733596073625254	0.0002096702871662215	23.72862036536833	-5550.824427878	864.4654726766241
3.5e-06	0.00016301914088020627	-5.309449779958031e-05	5.875494030174898e-05	7.621795386488596e-07	3.265388775957512e-07	0.00022205264829178403	14.554337742041708	0.00022207730563130766	14.551105912801955	-2214.3069606392023	530.1228864196931
4e-06	0.00023939913858340734	-8.2864485129043e-06	0.00013867787543523244	7.41765848777622e-07	3.2331078572801486e-07	0.0002557707965949824	2.2714928163385277	0.00025580351152366395	2.270911834811433	-3774.916163951068	82.73618144785853
4.5e-06	0.00038905676055679797	2.2800487565558296e-05	0.0003979946717622432	7.493031090052512e-07	2.976617783542046e-07	0.0003125546151072884	6.250101431696392	0.0003126034704812227	6.248147933649027	-7858.3279690616455	-227.65184305266433
4.9999999999999996e-06	0.00048085013373356676	9.252172442165517e-05	0.0005058010007215803	7.611844710113523e-07	2.555041991804732e-07	0.0003677503110235609	25.362184058919986	0.0003678179477519628	25.35285710784408	-9851.23447745958	-923.7846790091111
5.5e-06	0.0003442477128126384	9.702577780663679e-05	0.000372717429631056	8.315346626764938e-07	2.4202961679774864e-07	0.00041904659594337203	26.59684145073973	0.00041913442050408255	26.585696134866954	-7158.550255231195	-968.7554741006833
6e-06	0.0001558998286151703	-3.644180965017686e-05	0.00044373629855517323	9.81139399855331e-07	2.550926043480637e-07	0.00048635083225823583	9.989479655348795	0.0004864691391849201	9.98462126360459	-5987.076772757072	363.8538477382772
6.5e-06	0.00024269550491490304	-2.2291559540631308e-05	0.0006275068674538161	1.2967703391393072e-06	2.4185341968870833e-07	0.0005781891351135436	6.110593372139302	0.0005783563509095307	6.1070602934424345	-8688.549897406065	222.57044281845208
7e-06	-0.0002000868943769005	8.181714029986949e-05	0.0008342310512614897	1.7678939348633507e-06	2.0840762801414897e-07	0.0006770414174762216	22.427828538981398	0.0006772707135178736	22.412643970156452	-6331.622762924005	-816.9045828081015
7.499999999999999e-06	-0.00034478788003188714	6.856071336756201e-05	0.000739144381304312	2.210255554283041e-06	1.6701458219182698e-07	0.0007535250375551289	18.793958310962665	0.0007538090802440294	18.77979659282059	-3937.4589721528882	-684.545570100345
8e-06	-0.00042679750268308757	0.000117549319490568	0.0004782018038282097	2.5649292384800946e-06	1.2751347809957796e-07	0.0008032525712603725	32.222783303666866	0.0008035753514678966	32.19690027012503	-513.2470901279476	-1173.6731135538341
8.5e-06	-0.0003763896844554141	6.005422802553215e-05	0.00031328300546394053	2.8196519875000568e-06	1.0382946158077718e-07	0.0008315003530915454	16.462148692328164	0.0008318462412608517	16.448460409877846	630.089674180616	-599.6124273135734
9e-06	-0.00031928240675870294	4.643305757908258e-05	0.00013632083670719414	3.018324962059838e-06	9.486004924945725e-08	0.0008469603585098017	12.7282944638188	0.0008473192320830528	12.717514102976505	1826.7828049849531	-463.61162699065295
9.499999999999999e-06	-0.0003279163049852045	-6.105084835412862e-06	0.00010974725733210432	3.1204951927953232e-06	7.843820753686804e-08	0.0008536354248242957	1.6735343645932041	0.0008539999790225805	1.6721057763749265	2178.3124440855204	60.95631993738806
9.999999999999999e-06	-2.5214855033325896e-05	7.994042214883268e-05	-3.5040315921034296e-06	3.10522099130106e-06	3.3747108278972636e-08	0.0008695679698118272	21.913379943574856	0.0008699462633561172	21.894324770265605	286.74419579410466	-798.1664595664174
1.05e-05	0.0003474794476676795	0.00012099820863120794	0.0002570932686080003	3.077969106614462e-06	-7.770059774254101e-11	0.0009006849131577455	33.168197602097806	0.0009010907735339971	33.13832350692096	-6036.36622786158	-1208.1086038955852
1.1e-05	0.0002703202184433217	3.108376954664955e-05	0.0002381773819712741	3.1300284480987327e-06	-7.502420686462238e-11	0.0009443751413007116	8.520726233920689	0.000944821344448726	8.512679471879546	-5077.102653589918	-310.3564082115618
1.15e-05	0.0001910047636080321	-3.109580304610182e-05	0.0004572150759502761	3.3173211063673316e-06	7.64503807909807e-09	0.001022469483010262	8.524024873563315	0.0010229925615169943	8.515309318257676	-6472.161648054557	310.47655688473407
