time	incid	trans	refl	U_in	U_out	eng_strain	eng_stress	true_strain	true_stress	F_in	F_out
5e-07	-0.0007031422475069256	-0.00029184969484086784	-6.924340496616959e-08	2.765770461878434e-07	1.2189167218162596e-07	5.173715583053959e-07	74.01672812940475	5.173716920985252e-07	74.01668983525478	7021.226695332914	2913.9780776110942
1e-06	-0.0005320199688109403	-0.0002561955785664195	8.44352292200897e-06	4.7463563359672874e-07	2.2843065289140458e-07	3.486275966669923e-06	64.97439888380129	3.486282043765115e-06	64.974172365116	5227.6576342002545	2557.9889673364078
1.5e-06	-0.00042328828951273173	-0.0002228214352015301	-7.324736249076447e-05	5.979104062895369e-07	3.1965422819609063e-07	1.889506127262257e-05	56.510299247384985	1.8895239786535803e-05	56.50923148181817	4957.668382964881	2224.7642840713993
2e-06	-0.00038038531502879386	-0.00018733496329755608	-0.00017616231822844636	6.594170800537139e-07	3.944186239341239e-07	4.575338469467401e-05	47.510486708192964	4.575443141273514e-05	47.50831294261757	5556.858996690787	1870.4490217706273
2.4999999999999998e-06	-0.0003308931359012492	-0.00014881822067326468	-0.0002585718763455628	6.40236476330117e-07	4.605795239072801e-07	8.051945627481217e-05	37.74215966297578	8.052269814029509e-05	37.73912068480108	5885.52310853894	1485.8779716300007
3e-06	-0.00014559826080060397	-0.00014865221242270747	-0.00030415871146486923	5.015700880390521e-07	5.226714076647451e-07	0.00011818797153100896	37.700057897012215	0.00011819495627961352	37.695602203642764	4490.605885844526	1484.2204595223043
3.5e-06	0.00015935533198209453	-0.00013052324559814808	-0.0003055514101749834	2.6043957110385476e-07	5.798939485529265e-07	0.0001496412207345597	33.10232545993682	0.00014965241809911903	33.09737198754584	1459.6971469135174	1303.2114921313696
4e-06	0.00041569907831952936	-0.0001267588353252635	-0.0002035571720835297	1.6743677697554847e-09	6.251208390683984e-07	0.00016372280163218488	32.14762399318504	0.0001637362056731764	32.142360694119056	-2118.134351490052	1265.625675855972
4.5e-06	0.0005198251186793289	-7.658880224738409e-05	-2.4370112641611027e-05	-2.0793971051323328e-07	6.628331631822008e-07	0.00015977766244501881	19.42387692675963	0.0001597904282555359	19.420773425108653	-4946.878655548328	764.7021555429662
4.9999999999999996e-06	0.00048649152487201133	-9.297209235562384e-05	8.822692455291866e-05	-3.630942331301672e-07	7.034534810570749e-07	0.0001477837902265116	23.578883943189588	0.0001477947113268223	23.575399366351153	-5738.28580953642	928.2813850521286
