time	incid	trans	refl	U_in	U_out	eng_strain	eng_stress	true_strain	true_stress	F_in	F_out
5e-07	-0.000719271983772278	-0.0003408607747607651	4.943264604473406e-05	2.1021167995669648e-07	1.619816100427889e-07	6.456425740378694e-06	89.96948637279115	6.456446583181799e-06	89.96890549148348	6688.021883058252	3403.330011059226
1e-06	-0.00032979917958794595	-0.00038743554092662103	-0.00015335706103965772	2.026704874765382e-07	3.311406822967513e-07	2.0105283904783588e-05	102.2627981884904	2.010548601876606e-05	102.26074216589991	4824.0814300576685	3868.356529764917
1.5e-06	0.0001440098406457976	-0.00037313184110590293	-6.633873615869564e-05	2.439840508702159e-08	4.864899825275948e-07	2.8984240046861233e-05	98.48736662994921	2.8984660098027568e-05	98.48451204847322	-775.5084200539054	3725.5410036804074
2e-06	0.0005146130192171197	-0.0003253445042820082	-7.657939841538552e-05	-1.98576295923735e-07	6.093792346401984e-07	2.6528381308360362e-05	85.87399933303176	2.65287331920746e-05	85.87172123483299	-4373.553890364138	3248.4075532987854
2.4999999999999998e-06	0.0005274485806865719	-0.00022718605475827668	0.00011610958012454657	-3.345603997272551e-07	6.920021674721511e-07	1.2409539265647513e-05	59.965282517499254	1.2409616264592567e-05	59.96453837597128	-6425.617039941867	2268.342899811967
3e-06	0.00031121940176382577	-0.00014430042174298785	0.0001111512076079245	-4.387951152484699e-07	7.398048576371945e-07	4.04879900482926e-06	38.087793577027725	4.0488072012498225e-06	38.087639367207	-4217.166295163015	1440.769933915383
3.5e-06	0.00029201404004841256	-7.062844035407496e-05	2.342558076834499e-05	-5.288819849368207e-07	7.991046493880291e-07	8.910165712125092e-06	18.642228653113023	8.910205407901623e-06	18.64206254776648	-3149.5120814540387	705.1908242009837
4e-06	0.000321622621946363	-0.0001959933066563025	0.00018516550062932404	-5.709867233832103e-07	8.860289316305118e-07	4.030372021245294e-05	51.73202209831447	4.030453242921966e-05	51.72993710536979	-5060.0343439949465	1956.8983934226128
4.5e-06	0.0003730066383523681	-0.00019483275368627334	0.0003201538381580312	-5.704050566314852e-07	9.655108113920086e-07	8.10766435558815e-05	51.42569657671338	8.107993044455928e-05	51.42152715384242	-6920.872176752135	1945.3108332080462
4.9999999999999996e-06	0.0002806703456320356	-0.0001625310247013768	0.00033613841648658734	-5.253401291330411e-07	1.0301395110469372e-06	0.0001146720027700434	42.89972298012118	0.00011467857810683011	42.89480358296877	-6158.537228802397	1622.7936889559467
5.5e-06	5.747042614090932e-05	-0.00012805038039712487	0.0002046217801406117	-4.239535733671897e-07	1.0755857436832597e-06	0.0001304314531147135	33.79862925634568	0.00013043996003645665	33.79422085201848	-2616.8639437279667	1278.5211288654493
6e-06	-0.00025965280576106624	-7.628345590788741e-05	4.90466927217933e-05	-2.0463142794190994e-07	1.1108408153994963e-06	0.00013171806844923357	20.134858144329023	0.00013172674403585653	20.13220601970575	2102.800199061193	761.6534199948367
6.5e-06	-0.0007057463973738861	-8.222922237359858e-05	-2.8336976333782438e-05	1.3995856352582547e-07	1.1468782190258422e-06	0.0001302964522610952	21.70423072874578	0.00013030494158130997	21.701402744482767	7329.467516795907	821.0190230499453
7e-06	-0.0008664703634083835	-7.980095056439067e-05	5.45424885569509e-06	5.469714706101668e-07	1.1946478311333661e-06	0.0001356913906724012	21.06329347921539	0.00013570059758200297	21.060435371631055	8596.829555173765	796.773903237944
7.499999999999999e-06	-0.0008766890810593224	-0.00013497918707305537	8.138417241231376e-05	9.56161738809319e-07	1.241848854215548e-06	0.00015068247917354266	35.62747324183317	0.00015069383291881134	35.622104805838404	7940.734939186774	1347.7019130656033
