time	incid	trans	refl	U_in	U_out	eng_strain	eng_stress	true_strain	true_stress	F_in	F_out
5e-07	-0.000451864332758752	-0.0003083386160200861	0.00018942799539439648	1.5853953303982772e-07	1.2816002925803893e-07	1.3020279061171434e-05	78.41989318257043	1.3020363825706974e-05	78.41887213367725	2620.299926183768	3078.6119822855458
1e-06	-5.3719470786219245e-05	-0.00026789023552893334	1.7808364863204394e-05	9.79829337361123e-08	2.4574336330200594e-07	4.269347189541005e-06	68.13263912900247	4.2693563032447245e-06	68.13234824711108	358.55502764699764	2674.7544620974295
1.5e-06	0.00018670843945269968	-0.00026078403155508294	-0.0001570919594327791	-1.0487986037030239e-07	3.5136023566236547e-07	2.4634389250738174e-05	66.32531520780213	2.463469268226072e-05	66.32368132417012	-295.7062318023391	2603.802451658893
2e-06	0.0002653521955252724	-0.00021408702938915375	-0.0003029523383573738	-3.950343227866479e-07	4.227777903792027e-07	6.700422083565904e-05	54.44884650898734	6.700646571869241e-05	54.44519820645161	375.41924444200873	2137.555465600298
2.4999999999999998e-06	0.0003648541680425043	-0.00010701819954353252	-0.00037142412017580846	-6.969731827522141e-07	4.6896685392706323e-07	9.917527991811095e-05	27.21798484121147	9.918019811134717e-05	27.215285489946037	65.59779511793305	1068.5249732582386
3e-06	0.0004806648595942985	-0.00010065552834490631	-0.00014062428973590118	-9.569532852036326e-07	5.128166822560855e-07	0.00010605018077613712	25.599763931380377	0.00010605580449416286	25.597049071787627	-3395.1406617232537	1004.9967780413353
3.5e-06	0.0005788251327806409	-9.65006081270994e-05	3.120041147218755e-05	-1.2154649504570545e-06	5.487740198150229e-07	9.555800317676518e-05	24.5430412805876	9.556256913359594e-05	24.540695996570946	-6090.810078471257	963.5119087989192
4e-06	0.0007504844097842578	-6.516957442747602e-05	0.0001357975988357842	-1.4839604877552078e-06	5.807925398043819e-07	7.563457722613997e-05	16.57460596834009	7.563743766501592e-05	16.573352355024987	-8849.09728998725	650.6866875857276
4.5e-06	0.0007738260896677646	-7.87910278646806e-05	0.00018131221566752506	-1.709841627731181e-06	6.076343546972878e-07	5.2366089942963206e-05	20.038956095238746	5.236746109452394e-05	20.0379067334615	-9536.594116883432	786.6903134344954
4.9999999999999996e-06	0.000612124411569448	-4.189424552963973e-05	0.00018903903338104866	-1.8449857069035154e-06	6.060644841685304e-07	2.8196231309538285e-05	10.654981532331679	2.8196628830765395e-05	10.654681102007794	-7999.229591252664	418.29378344216104
5.5e-06	0.00038020375545136614	4.895264507202156e-05	0.0001956588296677546	-1.892796752733017e-06	5.838314327693544e-07	1.153245818226352e-05	12.450147331861078	1.1532524681613324e-05	12.45000375105761	-5749.709451190394	-488.7684897485548
6e-06	9.999045362186111e-05	5.1010859527240006e-05	6.956894884839515e-05	-1.9051867003820536e-06	5.64010346702471e-07	6.5098787825770315e-06	12.973613901856123	6.5098999719429706e-06	12.97352944520225	-1692.9686423710975	-509.31876582404993
6.5e-06	3.565834943403469e-05	3.810804694381273e-05	1.0372584586156972e-05	-1.8543541428828848e-06	5.717112968887544e-07	9.535191837287496e-06	9.692036013210549	9.53523729755943e-06	9.69194359778787	-459.5966177039788	-380.4904213978809
7e-06	-0.00031236218350659973	-7.273280247304047e-05	-5.8524768049542223e-05	-1.7272002480317985e-06	5.845314444868072e-07	1.7661436082127398e-05	18.498165018789837	1.7661592047171145e-05	18.49783831463072	3703.1268670535774	726.2018623840604
7.499999999999999e-06	-0.00038868371774559063	1.50912821809283e-05	-7.081602963635508e-05	-1.5010134617712518e-06	5.693636393874369e-07	1.3928634415651424e-05	3.838172305149517	1.3928731419956629e-05	3.8381188446506544	4587.882784215023	-150.67915511183216
8e-06	-0.0005688768946511887	5.310569751335682e-05	0.00013022890606470325	-1.1770241337548306e-06	5.474707066099636e-07	6.191306167293001e-06	13.506394950258347	6.191325333517595e-06	13.506311328031993	4379.688055614275	-530.2347101460742
8.5e-06	-0.0005675954964393827	4.532857707629277e-05	0.0001900087198278907	-7.682015035499454e-07	5.54457732685156e-07	4.410231026079719e-05	11.528436555638	4.4103282796231156e-05	11.527928124952203	3770.02138049744	-452.5839232473502
9e-06	-0.0006671313431828416	-7.674341081470373e-05	0.00041339912305608193	-3.9094837315306157e-07	5.936236165294361e-07	8.390418922063424e-05	19.518184767888894	8.390770937405218e-05	19.516547110420884	2533.393524485658	766.2458473259093
9.499999999999999e-06	-0.00039555778627056455	-9.935293059648761e-05	0.00022010469727663925	-1.8950317399940514e-07	5.998655768873778e-07	0.00011093254345978291	25.268473684283343	0.00011093869692941315	25.2656705882282	1751.8142523884314	991.99096940101
9.999999999999999e-06	-7.997849506152026e-05	7.128803650045546e-05	0.0002100902109859736	-1.1767682323242615e-07	5.798410688597189e-07	0.00013795394705643958	18.13071706593093	0.00013796346357739376	18.12821586194872	-1299.102567336753	-711.776572771588
1.05e-05	0.00018711952980265573	1.8745489009903596e-05	0.00021999406786196035	-1.0681166348454733e-07	5.580769626007036e-07	0.00016073712269130578	4.767548303829471	0.0001607500422870311	4.766781981832821	-4064.8324108713564	-187.16464328922012
1.1e-05	0.0001266557212809766	7.910956008167259e-05	0.00014263275230809314	-1.1966278799129094e-07	5.393690398669847e-07	0.0001752097374953741	20.11996853135246	0.00017522508851458907	20.116443316947667	-2688.7151930029063	-789.8707035933187
1.15e-05	0.00016147743680134424	5.004378516249432e-06	8.771960813782403e-05	-1.9835357011836862e-07	5.433609360019786e-07	0.0001775049875823297	1.272765746162219	0.00017752074345712217	1.2725398238942514	-2488.1119932441306	-49.96629959256948
1.2e-05	0.00022886162211387413	-2.295260885520435e-05	-5.118742079630135e-05	-3.1375373346436565e-07	5.635821323193253e-07	0.00017274813885592125	5.837546908393699	0.00017276306153426755	5.8365384830297895	-1773.9909849101134	229.17070057077217
1.2499999999999999e-05	0.00021428469587581807	-6.796525998697282e-05	-2.4524628978168063e-05	-3.910587914595669e-07	5.852446754889648e-07	0.00017596604640173578	17.285633882318635	0.00017598153024287765	17.282592197664815	-1894.6625085466292	678.6002560296128
1.3e-05	0.00018450932924636806	-2.9433144527587903e-05	7.57422291775968e-05	-3.668503550998241e-07	5.942118903155389e-07	0.00019582264840519215	7.485744340664231	0.0001958418241634508	7.484278462382157	-2598.4859649247164	293.8757155641885
1.35e-05	2.2691721966708012e-05	-1.0884947868493842e-05	0.00024030398664827622	-1.8123848672512745e-07	5.984301740765352e-07	0.00023405024111828682	2.7683734854979334	0.00023407763515048688	2.767725547016147	-2625.8849776345387	108.68094099610175
1.4e-05	-0.00024878681400425856	-8.081158968238735e-06	0.0003681428168382047	1.0835841701122242e-07	6.117643082501934e-07	0.0002770298146818744	2.055284645369784	0.00027706819452943363	2.054715270245359	-1191.711973106726	80.68646461315566
1.45e-05	-0.00036920775729030043	-5.1871330632224404e-05	0.00031593855721648745	3.9235889923930367e-07	6.26342877153912e-07	0.0003089594519264082	13.19245788906261	0.00030900718973085606	13.188381954503642	531.8672041497507	517.9101537222265
1.4999999999999999e-05	-0.00039949990809284413	-1.3676344920378159e-05	0.00019226727891152984	6.33989487812041e-07	6.369695573853613e-07	0.0003343635669363676	3.4783107014859898	0.0003344194788974673	3.477147681112928	2069.117594004414	136.5516907652056
1.55e-05	-0.0002825686716269748	-3.410298051358983e-05	0.00021207553935643613	8.740398007842358e-07	6.500056423865579e-07	0.0003593875377526352	8.673425740838052	0.00035945213293074206	8.670308619717172	703.8398384157723	340.501769761945
1.6e-05	-0.00039844526406234457	-2.4509430332624002e-05	0.00018621674046273072	1.091781857281011e-06	6.587261764775017e-07	0.00037491569141661035	6.233493986120828	0.0003749859898756142	6.23115695141308	2118.999183981482	244.71481021402036
1.6499999999999998e-05	-0.00033340654146800407	-1.4699544362607984e-05	6.093603035917401e-05	1.196995407599347e-06	6.614524139910039e-07	0.0003748527864412034	3.7385414568802524	0.0003749230613093467	3.7371400541979147	2720.4862989476064	146.76784242267888
1.7e-05	-0.00014065233899266918	2.441926128983234e-06	-6.193725299689031e-05	1.2168721837692943e-06	6.743348079770169e-07	0.00037586461929721817	0.6210561254582473	0.0003759352741081761	0.6208226924340897	2022.7591128085246	-24.38145159234358
1.75e-05	6.73878073610171e-05	-6.036331655576223e-05	7.804201982134976e-05	1.1948050857076847e-06	7.026619801563375e-07	0.0003937377279063627	15.352228331141609	0.00039381526295858015	15.346183579640204	-1452.0465010979517	602.6985268266211
1.8e-05	0.00031630562543350166	-6.700037075782567e-05	0.00020643406223849555	1.1270207782867433e-06	7.309469702101101e-07	0.0004247571718448578	17.040233188563814	0.0004248474067252327	17.03299522730706	-5219.3030080227745	668.9663036535758
1.85e-05	0.0004821827262016051	-6.0173658688945335e-05	0.00028728474584748713	1.0302901493897413e-06	7.71343589323824e-07	0.00046501119450784867	15.30399256408463	0.0004651193457423121	15.296876036221667	-7682.760628577858	600.8048847364614
1.8999999999999998e-05	0.0005934346370247099	-0.00012145627361616514	0.00035341558808642254	9.486544589899233e-07	8.169552120164417e-07	0.0005073750493824168	30.890026446483944	0.0005075038076570641	30.874353617790238	-9453.841643587737	1212.6821612707756
1.95e-05	0.0004478943636024896	-8.36211839469584e-05	0.0003208657425547966	9.244990641284736e-07	8.541388669658654e-07	0.0005471345805761042	21.267411774636013	0.0005472843133191883	21.255775638214757	-7675.697922198478	834.9170862699846
1.9999999999999998e-05	0.0002935421126708772	-8.356272598147589e-05	0.00031196405252234853	8.801992830784787e-07	8.954386153296203e-07	0.0005758766374498879	21.25254413506501	0.000576042518088206	21.240305291411254	-6045.686263929399	834.3334117522825
2.05e-05	0.00036310802251433703	-0.00010212782595335928	0.00014550688376524734	8.371078818223878e-07	9.510587956455648e-07	0.000588275395497138	25.97421401706252	0.00058844849735862	25.958934026038904	-5078.273895927994	1019.6969577248893
2.1e-05	2.798206397925164e-05	-0.0001479497747771807	5.1837080780746647e-05	8.686778914171075e-07	1.0411420730879581e-06	0.0005952547824420595	37.6281300220147	0.0005954320169066536	37.605731697664744	-796.9555634831919	1477.206959298945
2.1499999999999997e-05	-5.8839165033621104e-05	-0.00025707965448339495	5.924984297100983e-05	9.180731968367805e-07	1.1425584405628041e-06	0.0006002840978236168	65.38317938965729	0.0006004643404574952	65.34393090680453	-4.100420619462441	2566.81603786809
2.2e-05	-8.320161446565179e-05	-0.00019890523641142386	2.079890324746945e-05	9.830761068925507e-07	1.2282511685475325e-06	0.0006102276418623416	50.58765455385475	0.0006104139065295599	50.556784568709	623.0608963714293	1985.972603949349
2.2499999999999998e-05	-5.079658031915437e-05	-0.00018638355072924704	0.00013746681939681121	1.142555338144083e-06	1.2977894937206192e-06	0.000638330534254474	47.40300883436412	0.0006385343539307502	47.372750046409614	-865.3604273641988	1860.9496273363523
2.3e-05	-0.00021895090370270003	-0.0001262723489698111	0.0003098309001600959	1.4731269975950672e-06	1.3839543476797834e-06	0.0006976045483728327	32.114900968096	0.0006978479876486355	32.092497467110114	-907.3928191517243	1260.7683448396826
2.35e-05	-0.00032392367593163444	-0.000261139195239586	0.0006335997963737752	1.8433381839500583e-06	1.4732075406633504e-06	0.0007617173850732547	66.41564414084517	0.000762007639164359	66.36505419006225	-3091.9663171828297	2607.3485893074862
2.4e-05	-0.0003201600423410976	-0.00014015803594669336	0.0003868476810699184	2.140212576905431e-06	1.4978122695916574e-06	0.0008056388476912344	35.646453725090865	0.0008059635490741146	35.6177355571875	-665.8438255670944	1399.4102148106863
2.45e-05	-0.00031556382219506126	2.953107389687011e-05	0.0003122252041867736	2.4015882851997373e-06	1.4835391688206088e-06	0.0008413915368329292	7.510650759385546	0.000841745705368938	7.5043313614004905	33.33448640736961	-294.8534929622366
2.4999999999999998e-05	-0.00029056975087864487	3.4643166019893424e-05	0.0002568299698487735	2.6138421891968753e-06	1.428554686338604e-06	0.0008720597825297822	8.810811353609763	0.0008724402478703822	8.803127799376822	336.87539854393725	-345.8952608329917
2.55e-05	-0.00017563019128639018	0.00021257623129961202	0.0002312990160079866	2.789553159867844e-06	1.3443442407093113e-06	0.0009063034014524445	54.064604579346664	0.000906714342690611	54.01560564431822	-555.8262959074065	-2122.470877230172
2.6e-05	-6.935945448283495e-05	0.00016604796732396098	0.0003137371475212452	2.9077735060371506e-06	1.2463214204591347e-06	0.0009424692957265638	42.231051137233194	0.0009429136991596397	42.19124966821009	-2439.993094936701	-1657.908660407311
2.65e-05	0.00011345299931602384	0.00027467896965753947	0.0002618947770801729	2.926592102557536e-06	1.0935353622459036e-06	0.0009754179572265949	69.85922080755383	0.0009758939868992965	69.79107886910029	-3747.666046027434	-2742.5366896453284
2.7e-05	0.00032636051865451066	0.00041227261241218535	0.0002625302872787682	2.935696290448277e-06	8.737976796708743e-07	0.0010197489968590794	104.85347130622372	0.0010202692946128628	104.746547084042	-5879.789936158636	-4116.342678458534
2.7499999999999998e-05	0.0003382974243617396	0.000575704631392245	0.0004430616018589017	3.107834241525423e-06	6.089457004444012e-07	0.0010963715501444862	146.41920717303196	0.0010969730050847542	146.25867731989274	-7801.492046760471	-5748.132359606853
2.8e-05	0.00010729916372534394	0.0006151140092065111	0.0007764959039295403	3.489911369874387e-06	3.3024426534991925e-07	0.001213012452489591	156.44221122772026	0.0012137487475781966	156.25244487740602	-8824.266387022852	-6141.615940481181
2.8499999999999998e-05	3.1325145009019545e-05	0.000637974093217466	0.0010800108533831607	3.9897475124612015e-06	4.489540202352103e-08	0.0013568118733215458	162.25622625257492	0.0013577331760019592	162.03607507827508	-11096.152551883277	-6369.862825222972
2.9e-05	1.0101667609246853e-05	0.000645001954441903	0.0012087625623291803	4.635161772550574e-06	-2.4387621017645597e-07	0.0015080377996404236	164.04362522853182	0.0015091760331196085	163.79624124089716	-12169.769948060102	-6440.032621191642
2.95e-05	-0.0005050148795748377	0.0006533633426112308	0.0011982143081104037	5.46584089995789e-06	-5.244794006841225e-07	0.0016557373891705775	166.1701806874627	0.0016571096372523446	165.89504650633324	-6921.261093887978	-6523.517038871446
2.9999999999999997e-05	-0.0008790067459842642	0.0006082753691096595	0.0011526358696750316	6.490596464192059e-06	-7.604703566968869e-07	0.0017996326814382823	154.7029369427432	0.001801253965768455	154.42452848150657	-2732.0544853253614	-6073.33542597263
3.05e-05	-0.0014381657166981224	0.0004527793009497275	0.001137663477033426	7.771653644160471e-06	-9.307160473099086e-07	0.00194333815907683	115.15555487037507	0.0019452288906280939	114.9317686863658	3000.369553695836	-4520.782376294701
3.1e-05	-0.0020344026985193273	0.000312673698328184	0.0011496146984170768	9.363051444240056e-06	-1.0284787515371498e-06	0.0020904684157460273	79.5224365354813	0.0020926564947831836	79.35619739356072	8834.180337372369	-3121.89568288124
3.15e-05	-0.00277899861244787	0.0001268837136615321	0.0011921737327402404	1.130856592443979e-05	-1.0190225446701644e-06	0.0022557735664581113	32.27038961379075	0.0022583216563133793	32.197594921920654	15843.679106798907	-1266.8725256580722
3.2e-05	-0.003337290882995187	-0.00016940039576997636	0.0014388941272080995	1.3605388476887278e-05	-8.907068961125898e-07	0.002450511532471149	43.08367570963385	0.0024535189500020154	42.97809866544615	18954.573627318256	1691.3810373572855
3.25e-05	-0.0038900729121785923	-0.0004075281460863071	0.001660639077180802	1.6306894832959673e-05	-6.437422237382574e-07	0.0026833222431582714	103.64680913952503	0.0026869288054458484	103.36869135112856	22259.818788607074	4068.9714764049845
